id;local_name;en_wiki_mainaffiliation;en_wiki_subaffiliations;en_wiki_age;en_wiki_aliases;en_wiki_bounty;en_wiki_dfname;en_wiki_dftype;en_wiki_first;en_wiki_height;en_wiki_occupation_actuelle;en_wiki_autres_occupations;en_wiki_origin;en_wiki_status;fr_wiki_page_title;fr_wiki_image_url;fr_wiki_match_status;fr_wiki_match_via;fr_wiki_A;fr_wiki_acteur;fr_wiki_affiliation;fr_wiki_âge;fr_wiki_alias;fr_wiki_ancien_nomf;fr_wiki_capitaine;fr_wiki_Chapitres;fr_wiki_cp9clé;fr_wiki_Date;fr_wiki_df2nom;fr_wiki_df2nomf;fr_wiki_df2signifiant;fr_wiki_df2type;fr_wiki_dfnom;fr_wiki_dfnomf;fr_wiki_dftype;fr_wiki_doriki;fr_wiki_Ending;fr_wiki_épithète;fr_wiki_Format;fr_wiki_groupe_sanguin;fr_wiki_lieuvie;fr_wiki_naissance;fr_wiki_navire;fr_wiki_nom;fr_wiki_Nom;fr_wiki_nom_réel;fr_wiki_nomf;fr_wiki_Nomf;fr_wiki_nomj;fr_wiki_Nomj;fr_wiki_nomr;fr_wiki_Nomr;fr_wiki_numgladiateur;fr_wiki_numzombie;fr_wiki_occupation;fr_wiki_Opening;fr_wiki_origine;fr_wiki_P;fr_wiki_particularités;fr_wiki_Piece;fr_wiki_poids;fr_wiki_premiere;fr_wiki_première;fr_wiki_prime;fr_wiki_Saison;fr_wiki_SaisonKHV;fr_wiki_signe_astrologique;fr_wiki_signifiant;fr_wiki_statut;fr_wiki_taille;fr_wiki_titre;fr_wiki_Tomes;fr_wiki_vf;fr_wiki_vo
vasco-shot;Vasco Shot;Blackbeard Pirates;Impel Down;38;"Heavy Drinker' Vasco Shot,Ozake no Basuko Shotto,Basuko Shotto";Unknown;Gabu Gabu no Mi;Paramecia;"Chapter 575; Episode 484";573 cm;Titanic Captain (Captain of the Eighth Ship);Prisoner of the Great Prison;South Blue;Alive;Vasco Shot;https://static.wikia.nocookie.net/onepiece/images/0/09/Vasco_Shot_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Vasco_Shot;;;L'Équipage de Barbe Noire Les Prisonniers d'Impel Down;36 ans (avant l'ellipse) 38 ans (après l'ellipse);;;;;;;;;;;Gabu Gabu no Mi;Fruit du Glouglou;Paramecia;;;"""Le Roi de la Bibine"" (大（おお）酒（ざけ）のバスコ・ショット, Oozake no Basuko Shotto?) ou ""L'Ivrogne"" (ancienne édition)";;;Île de Ruche;5 Août;;Vasco Shot;;;Vasco Shot;;バスコ・ショット;;Basuko Shotto;;;;Pirate Commandant de la 8e flotte de l'équipage de Barbe Noire;;South Blue;;;;;;"Chapitre 575 ; Épisode 484";Au moins 100.000.000;;;;Alcool;Vivant;5m73;;;;
vinsmoke-ichiji;Vinsmoke Ichiji;Vinsmoke Family;"Germa Kingdom,Germa 66";21;"Sparking Red,Supakingu Reddo,Vinsumoku Ichiji";;;;"Chapter 828; Episode 787";186 cm;Prince;Mercenary;Germa Kingdom;Alive;Vinsmoke Ichiji;https://static.wikia.nocookie.net/onepiece/images/7/7c/Vinsmoke_Ichiji_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Vinsmoke_Ichiji;;;Germa 66 Famille Vinsmoke;21 ans;;;;;;;;;;;;;;;;"""Sparking Red"" (スパーキングレッド, Supākingu Reddo)";;S (O);;2 Mars;;Vinsmoke Ichiji;;;Ichiji Vinsmoke;;ヴィンスモーク・イチジ;;Vinsumōku Ichiji;;;;Prince Soldat du Germa 66;;North Blue (Royaume de Germa);;;;;;"Chapitre 828 ; Épisode 787";;;;;;Vivant;186 cm;;;;
vinsmoke-niji;Vinsmoke Niji;Vinsmoke Family;"Germa Kingdom,Germa 66";21;"Dengeki Blue,Dengeki Buru,Electric Shock Blue,Vinsumoku Niji";;;;"Chapter 828; Episode 787";185 cm;Prince;Mercenary;Germa Kingdom;Alive;Vinsmoke Niji;https://static.wikia.nocookie.net/onepiece/images/d/d6/Vinsmoke_Niji_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Vinsmoke_Niji;;;"Germa 66; Famille Vinsmoke";21 ans;;;;;;;;;;;;;;;;"""Electric Blue"" (デンゲキブルー, Dengeki Burū)";;S (O);;2 Mars;;Vinsmoke Niji;;;Niji Vinsmoke;;ヴィンスモーク・ニジ;;Vinsumōku Niji;;;;"Prince; Soldat du Germa 66";;North Blue (Royaume de Germa);;;;;;"Chapitre 828; Épisode 787";;;;;;Vivant;1m85;;;;
vinsmoke-reiju;Vinsmoke Reiju;Vinsmoke Family;"Germa Kingdom,Germa 66";24;"Poison Pink,Poizun Pinku,Vinsumoku Reiju";;;;"Chapter 826; Episode 784";173 cm;Princess;Mercenary;Germa Kingdom;Alive;Vinsmoke Reiju;https://static.wikia.nocookie.net/onepiece/images/a/a3/Vinsmoke_Reiju_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Vinsmoke_Reiju;;;Germa 66Famille Vinsmoke;24 ans;;;;;;;;;;;;;;;;"""Poison Pink"" (ポイズンピンク, Poizun Pinku)";;F (B);;30 Novembre;;Vinsmoke Reiju;;;Reiju Vinsmoke;;ヴィンスモーク・レイジュ;;Vinsumōku Reiju;;;;Princesse;;North Blue (Royaume de Germa);;;;;;"Chapitre 826 ; Épisode 783";;;;;;Vivante;1m73;;;;
vinsmoke-yonji;Vinsmoke Yonji;Vinsmoke Family;"Germa Kingdom,Germa 66";21;"Winch Green,Uinchi Gurin,Vinsumoku Yonji";;;;"Chapter 825; Episode 783";194 cm;Prince;Mercenary;Germa Kingdom;Alive;Vinsmoke Yonji;https://static.wikia.nocookie.net/onepiece/images/e/e7/Vinsmoke_Yonji_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Vinsmoke_Yonji;;;"Germa 66 ; Famille Vinsmoke";21 ans;;;;;;;;;;;;;;;;"""Winch Green"" (ウインチグリーン, Uinchi Gurīn)";;S (O);;2 Mars;;Vinsmoke Yonji;;;Yonji Vinsmoke;;ヴィンスモーク・ヨンジ;;Vinsumōku Yonji;;;;;;North Blue (Royaume de Germa);;;;;;"Chapitre 825; Épisode 783";;;;;;;1m94;;;;
riku-viola;Riku Viola;Riku Family;Donquixote Pirates;29;"Violet,Vaioretto,Viora";;Giro Giro no Mi;Paramecia;"Chapter 703; Episode 632";178 cm;Princess of Dressrosa;"Pirate Officer; Assassin; Dancer";Dressrosa;Alive;Riku Viola;https://static.wikia.nocookie.net/onepiece/images/1/1a/Riku_Viola_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Riku_Viola;;;Équipage de Don Quijote;29 ans;;;;;;;;;;;Giro Giro no Mi;Fruit du Regard;Paramecia;;;"Violette (ヴァイオレット, Vaioretto)";;X (A);;30 Avril ou 30 janvier;;Riku Viola;;;Viola;;ヴィオラ;;Viora;;;;Princesse de Dressrosa Assassin Pirate Danseuse;;Dressrosa;;;;;;"Chapitre 703 ; Épisode 632";;;;;Lire dans les pensées;;1.78 m;;;;
vista;Vista;Whitebeard Pirates;Aucune;47;"Vista of the Flower Swords,Kaken no Bisuta,Crunchyroll: 'Vista the Flower Blade,Bisuta";Unknown;;;"Chapter 552; Episode 0";328 cm;5th Division Commander;Pirate;North Blue;Alive;Vista;https://static.wikia.nocookie.net/onepiece/images/7/78/Vista_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Vista;;;L'Équipage de Barbe Blanche;45 ans (avant l'ellipse) 47 ans (après l'ellipse);;;;;;;;;;;;;;;;"""L'épée fleurie"" (花剣, Kaken)";;X;;5 Février;;Vista;;;Vista;;ビスタ;;Bisuta;;;;Pirate Commandant de la 5e Division Épéiste;;North Blue;;;;;;"Chapitre 552 ; Épisode 461Chapitre 0 ; Épisode 0";Inconnue;;;;;;3m28;;;;
vito;Vito;Fire Tank Pirates;Aucune;36;"Monster Gun,Kaiju,'Phantom Gun,Vito";"95,000,000";;;"Chapter 812; Episode 763";242 cm;"Pirate, Advisor";Mafia gangster;West Blue;Alive;Vito;https://static.wikia.nocookie.net/onepiece/images/0/09/Vito_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Vito;;;Équipage du Fire Tank;36 ans;;;;;;;;;;;;;;;;"""Monster Gun"" (怪銃, Kai jū)";;S (O);;21 Octobre;;Vito;;;Vito;;ヴィト;;Vito;;;;Conseiller de Équipage du Fire Tank Pirates;;West Blue;;;;;;"Chapitre 812 ; Épisode 763";95.000.000;;;;;Vivant;2.42 m;;;;
wadatsumi;Wadatsumi;Sun Pirates;Flying Pirates;25;"Large Monk,Onyudo,Giant Monk' in the FUNimation subs,Wadatsumi";;;;"Chapter 606; Episode 525";8000 cm;Pirate;;Ryugu Kingdom;Alive;Wadatsumi;https://static.wikia.nocookie.net/onepiece/images/9/98/Wadatsumi_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Wadatsumi;;;L'Équipage des Pirates du SoleilL'Équipage des Pirates Volants;25 ans;;;;;;;;;;;;;;;;"""Moine Géant"" (大入道, Ōnyūdō)";;F (B);;9 Février;;Wadatsumi;;;Wadatsumi;;ワダツミ;;Wadatsumi;;;;Pirate;;Île des Hommes-Poissons (Royaume Ryugu);;;;;;"Chapitre 606 ; Épisode 525";;;;Verseau;;;80m;;;;
wanda;Wanda;Mokomo Dukedom;"Inuarashi Musketeer Squad,Ninja-Pirate-Mink-Samurai Alliance ";28;Wanda;;;;"Chapter 804; Episode 753";181 cm;Musketeer;Kingsbird;Mokomo Dukedom;Alive;Wanda;https://static.wikia.nocookie.net/onepiece/images/7/75/Wanda_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Wanda;;;Principauté de Mokomo;28;;;;;;;;;;;;;;;;;;F;Zou;1er Novembre;;Wanda;;;Wanda;;ワンダ;;Wanda;;;;Gardien de la forêt de la Baleine Oiseau Royal Membre de L'Escouade de Mousquetaires Épéiste;;Zou (Principauté de Mokomo);;;;;;"Chapitre 804 ; Épisode 753";;;;;;;1m81;;;;
wanze;Wanze;CP7;Aucune;28;"Mad Wanze,Maddona Wanze,Wanze";;;;"Chapter 367; Episode 257";173 cm;Cipher Pol Agent;Chef;West Blue;Alive;Wanze;https://static.wikia.nocookie.net/onepiece/images/5/56/Wanze_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Wanze;;;CP7;26 ans (avant l'ellipse)28 ans (après l'ellipse);;;;;;;;;;;;;;;;;;F (B);;4 Septembre;;Wanze;;;Wanze;;ワンゼ;;Wanze;;;;Agent du Cipher PolChef;;West Blue;;;;;;"Chapitre 367 ; Épisode 258";;;;;;;1m73;;;;
wapol;Wapol;Evil Black Drum Kingdom;"Drum Kingdom,Bliking Pirates ";29;"Tin-Plate' Wapol,Buriki no Waporu,Wapol of Tin,Waporu";;Baku Baku no Mi;Paramecia;"Chapter 131; Episode 79";207 cm;King of the Evil Black Drum Kingdom;"President of Wapol Konzern; King of Drum Kingdom; Pirate; Captain";Drum Kingdom;Alive;Wapol;https://static.wikia.nocookie.net/onepiece/images/5/52/Wapol_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Wapol;;Rob Colletti;Île de Drum L’Équipage de Wapol Royaume maléfique de Black Drum;27 ans (avant l'éllipse)29 ans (après l'éllipse);;;;;;;;;;;Baku Baku no Mi;Fruit du Glouton;Paramecia;;;"""Lord Wapol""; ""Wapol la quincaille/Wapol aux plaquettes métalliques"" (ブリキのワポル, Buriki no Waporu)";;;;9 Août;;Wapol;;;Wapol;;ワポル;;Waporu;;;;"Roi de Drum ; Capitaine Pirate ; Patron de la Baku Baku Factory, Roi du Royaume maléfique de Black Drum.";;Île de Drum;;;;;;"Chapitre 131, Épisode 79";Inconnue;;;;Son de Mâchonnement;Vivant;2m07;;;;
who-s-who;Who's-Who;Beasts Pirates;"Tobiroppo,Who's-Who Pirates,CP9";38;"Who of the Droplets,Shibuki no Fu,Fuzu Fu";"546,000,000";"Neko Neko no Mi, Model: Saber Tiger";Ancient Zoan;"Chapter 977; Episode 954 (silhouette); Episode 982 (actual)";336 cm;Shinuchi;"Pirate; Captain; Prisoner; Cipher Pol Agent";North Blue;Alive;Who's-Who;https://static.wikia.nocookie.net/onepiece/images/9/94/Who%27s-Who_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Who's-Who;;;L'Équipage aux Cent Bêtes CP9 L'Équipage de Who's-Who;38 ans;;;;;;;;;;;"Neko Neko no Mi, modèle Tigre à dents de sabre";Fruit du Félin - Version Tigre à Dents de Sabre;Zoan Antique;;;"""Who la Goutelette"" (飛沫のフー, Shibuki no Fū)";;F;Île Onigashima;15 Mars;;Who's-Who;;;Who's Who;;フーズ・フー;;Fūzu Fū;;;;Pirate Tobiroppo Capitaine Pirate Agent du Cipher Pol;;North Blue;;;;;;"Chapitre 978 ; Épisode 982";546.000.000;;;Poisson;"Félin, Tigre à dents de sabre";Vivant;3m36;;;;
wiper;Wiper;Shandia;God's Guards;24;"Berserker,Senki,Waipa";;;;"Chapter 237; Episode 153";183 cm;Shandia Warrior;God's Guard;Skypiea;Alive;Wiper;https://static.wikia.nocookie.net/onepiece/images/8/8d/Wiper_Manga_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Wiper;;;"Shandia, Gardes de Dieu";22 ans (avant l'ellipse)24 ans (après l'ellipse);;;;;;;;;;;;;;;;"""Wiper le Démon Furieux"" (戦鬼ワイパー, Senki Waipā)";;X;;18 Août;;Wiper;;;Wiper;;ワイパー;;Waipa;;;;"Guerrier Shandia, Gardes de Dieu";;Îles Célestes (Skypiea);;;;;;"Chapitre 237, Épisode 153";;;;;;Vivant;1m83;;;;
x-drake;X Drake;Marines;"SWORD,Drake Pirates,Beasts Pirates,Tobiroppo,Barrels Pirates ,Ninja-Pirate-Mink-Samurai Alliance ";33;"Dory,Dorii,English version: Drie,Red Flag,Akahata,Diesu Doreku";"222,000,000";"Ryu Ryu no Mi, Model: Allosaurus";Ancient Zoan;"Chapter 498; Episode 392";233 cm;Captain of SWORD;"Pirate; Captain; Shinuchi; Marine Rear Admiral";North Blue;Alive;X Drake;https://static.wikia.nocookie.net/onepiece/images/c/c6/X_Drake_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:X_Drake;;;"L'Équipage de X. Barrels Équipage des cent bêtes Équipage de DrakeOnze Supernovae Marine ""SWORD""";31 ans (avant ellipse) 33 ans (après ellipse);;;;;;;;;;;"Ryu Ryu no Mi, modèle Allosaure";"Fruit du dinosaure, version Allosaurus";Zoan Antique;;;"""Le Drapeau Rouge""; ""Le Pavillon Rouge"" (赤旗, Aka Hata)";;X;;24 octobre (SBS)10 Octobre (databook);;X-Drake;;"Dory (ドリィ, Dorii)";X-Drake;;Ｘ（ディエス）・ドレーク;;Diesu Dorēku;;;;"Capitaine Pirate (couverture)Tobiroppo Sous-Amiral , Commandant du ""SWORD""";;North Blue;;;;;;"Chapitre 498 ; Épisode 392";222.000.000;;;Balance;"Dinosaure, Version Allosaure";Vivant;2m33;;;;
yamato;Yamato;Ninja-Pirate-Mink-Samurai Alliance ;Beasts Pirates ;28;"Kouzuki Oden,Kozuki Oden,Oni Princess,Onihime,'Ogre Princess,Yamato";;"Inu Inu no Mi, Model: Okuchi no Makami";Mythical Zoan;"Chapter 971; Episode 972";263 cm;;;;Alive;Yamato;https://static.wikia.nocookie.net/onepiece/images/b/bd/Yamato_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Yamato;;;Alliance des Ninjas-Pirates-Minks-Samouraïs;28 ans;;;;;;;;;;;"Inu Inu no Mi, modèle Okuchi no Makami";Fruit du Canidé - Version Loup Divin;Zoan Mythique;;;"""Oden Kozuki"" (光月おでん, Kōzuki Oden) (par elle-même)""Princesse Démone""";;F;Pays des Wa (Île Onigashima);3 Novembre;;Yamato;;Yamato;Yamato;;ヤマト;;Yamato;;;;Civile;;Origine inconnue;;;;;;"Chapitre 971 ; Épisode 972";;;;Scorpion;"Chien; Dieu à grande bouche";Vivante;2m63;;;;
yarle;Yarle;Giant Warrior Pirates;Aucune;;"Mountain Beard' Jarul,Yamahige no Yaruru,Beardhill,Yaruru";;;;"Chapter 866; Episode 836";2050 cm;Pirate Captain;;Elbaph;Alive;Yarle;https://static.wikia.nocookie.net/onepiece/images/5/50/Yarle_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Yarle;;;L'Équipage des Géants Erbaf;408 ans;;;;;;;;;;;;;;;;"""Jarl à la Barbe en cime"" (山ひげのヤルル, ""Yamahige no Yaruru"")";;F (B);Erbaf;8 Décembre;;Yarle;;;Jarl;;ヤルル;;Yaruru;;;;Capitaine Pirate;;Erbaf;;;;;;"Chapitre 866 ; Épisode 836";;;;;;Vivant;20m50;;;;
yasopp;Yasopp;Red Hair Pirates;Aucune;47;"Chaser,Cheisa,Yasoppu";Unknown;;;"Chapter 1; Episode 4";183 cm;Pirate;"Senior Officer; Sniper";Gecko Islands;Alive;Yasopp;https://static.wikia.nocookie.net/onepiece/images/5/52/Yasopp_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Yasopp;;Stevel Marc;L'Équipage du Roux;45 ans (avant l'ellipse)47 ans (après l'ellipse);;;;;;;;;;;;;;;;"""Le Chasseur"" (追擊者（チェイサー）, Cheisā)";;S;;2 Août;;Yasopp;;;Yasopp;;ヤソップ;;Yasoppu;;;;PirateSniper;;East Blue (Archipel des Gekko);;;;;;"Chapitre 1 ; Épisode 4";Inconnue;;;;;Vivant;1m83;;;;
yosaku;Yosaku;Johnny;Roronoa Zoro's band;26;Yosaku;;;;"Chapter 42; Episode 20";185 cm;Bounty Hunter;Fisherman;East Blue;Alive;Yosaku;https://static.wikia.nocookie.net/onepiece/images/1/1e/Yosaku_Manga_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Yosaku;;;"Johnny, Roronoa Zoro";24 ans (avant l'ellipse)26 ans (après l'ellipse);;;;;;;;;;;;;;;;;;F;;10 Novembre;;Yosaku;;;Yosaku;;ヨサク;;Yosaku;;;;Chasseurs de Primes;;East Blue;;;;;;"Chapitre 42, Épisode 20";;;;Scorpion;;Vivant;1m85;;;;
zala;Zala;New Spiders Cafe;Baroque Works;28;"Miss Doublefinger,Misu Daburufinga,4Kids: 'Ms. New Year's Eve,Funimation: 'Miss Double Finger,Paula,Pora,'Pola,Poison Spider Zala,Doku Gumo no Zara,Zara";"35,000,000";Toge Toge no Mi;Paramecia;"Chapter 155; Episode 103";187 cm;Spiders Cafe Owner;"Assassin; Officer Agent";Grand Line;Alive;Zala;https://static.wikia.nocookie.net/onepiece/images/6/60/Zala_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Zala;;Daisy Head;Baroque Works Spider's Café;26 ans (avant l'ellipse) 28 ans (après l'ellipse);"""Miss Doublefinger"" (ミス・ダブルフィンガー, Misu Daburufingā); ""Paula (ポーラ Pōra)";;;;;;;;;;Toge Toge no Mi;Fruit de l'oursin;Paramecia;;;"""L'Araignée Empoisonnée"" (毒グモ, Doku Gumo)";;;;30 Juillet;;Zala;;;Zala;;ザラ;;Zara;;;;Propriétaire du Spiders Café Agente Officière de Baroque Works;;Grand Line;;;;;;"Chapitre 155 ; Épisode 103";35.000.000;;;;Épine;;1m87;;;;
zambai;Zambai;Galley-La Company;"Zambai's Company Union,Franky Family";35;Zanbai;;;;"Chapter 324; Episode 230";227 cm;Dismantler;Bounty Hunter;Water 7;Alive;Zambai;https://static.wikia.nocookie.net/onepiece/images/e/e3/Zambai_Manga_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Zambai;;;"Franky Family ; Galley-La Company";35 ans (Après l'ellipse)33 ans (Avant l'ellipse);;;;;;;;;;;;;;;;;;S (O);;8 Mars;;Zambai;;;Zambai;;ザンバイ;;Zanbai;;;;"Charpentier ; Chasseurs de Primes";;Water Seven;;;;;;"Chapitre 324 ; Épisode 230";;;;;;;2.37 m;;;;
zeff;Zeff;Baratie;Cook Pirates;67;"Red-Leg Zeff,Akaashi no Zefu,Red Foot Zeff,English,Zefu";Unknown;;;"Chapter 43; Episode 20";189 cm;"Head Chef of Baratie, Pirate Captain";;East Blue;Alive;Zeff;https://static.wikia.nocookie.net/onepiece/images/c/c9/Zeff_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Zeff;;Craig Fairbrass;BaratieL'Équipage du Cook;65 ans (avant ellipse)67 ans (après ellipse);;;;;;;;;;;;;;;;"""Zeff aux Pieds Rouges"" (赫足のゼフ, Aka Ashi no Zefu)";;XF;Baratie;2 Avril;;Zeff;;;Zeff;;ゼフ;;Zefu;;;;Capitaine Pirate de l'Équipage du Cook Chef cuisinier et dirigeant du Baratie;;East Blue;;;;;;"Chapitre 43 ; Épisode 20Chapitre 0 ; Épisode 0";60 000 000;;;Bélier;;Vivant;1m89;;;;
zeo;Zeo;New Fish-Man Pirates;Aucune;30;"Noble of the Fish-Man District,Gyojin-gai no Kizoku,Zeo";;;;"Chapter 611; Episode 530";325 cm;Pirate;Pirate Officer;Ryugu Kingdom;Alive;Zeo;https://static.wikia.nocookie.net/onepiece/images/1/12/Zeo_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Zeo;;;L'Équipage des Nouveaux Hommes-Poissons;30 ans;;;;;;;;;;;;;;;;"""Noble du District des Hommes-Poissons"" (魚人街の貴族, Gyojin-gai no Kizoku)";;X (A);;11 Novembre;;Zeo;;;Zeo;;ゼオ;;Zeo;;;;Lieutenant Pirate des Nouveaux Hommes-Poissons;;Île des Hommes-Poissons (Royaume Ryugu);;;;;;"Chapitre 611 ; Épisode 530";;;;;;Vivant;3m25;;;;
mansherry;Mansherry;Tontatta Kingdom;Aucune;25;Mansheri;;Chiyu Chiyu no Mi;Paramecia;"Chapter 717; Episode 647";20 cm;Princess;;Green Bit;Alive;Mansherry;https://static.wikia.nocookie.net/onepiece/images/c/ce/Manshelly_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Mansherry;;;Royaume de Tontatta;25 ans;;;;;;;;;;;Chiyu Chiyu no Mi;Fruit de la guérison;Paramecia;;;;;X (A);;28 Janvier;;Mansherry;;;Manshelly;;マンシェリー;;Mansherī;;;;Princesse;;Green Bit;;;;;;"Chapitre 717; Épisode 647";;;;;"Soigner, Guérir";Vivante;20cm;;;;
mozu-et-kiwi;Mozu et Kiwi;Franky Family;Aucune;19;"Square Sisters,Sukuea Shisutazu,Mozu & Kiui";;;;"Chapter 329; Episode 233";187 cm;Bartenders;Bounty Hunters;"Water 7, Slums";Alive;Mozu et Kiwi;https://static.wikia.nocookie.net/onepiece/images/0/0f/Mozu_et_Kiwi_Manga_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Mozu_et_Kiwi;;;Franky Family;Kiwi :22 ans (après l'ellipse)20 ans (avant l'ellipse)Mozu :21 ans (après l'ellipse)19 ans (avant l'ellipse);;;;;;;;;;;;;;;;;;F (B) (toutes les deux);Water Seven;7 Janvier (Mozu)1er Septembre (Kiwi);;Mozu et Kiwi;;;Mozu et Kiwi;;モズ&キウイ;;Mozu & Kiui;;;;"Désosseuses de bateaux; ServeusesChasseurs de Primes";;Grand Line (Bas-fonds de Water Seven);;;;;;"Chapitre 329 ; Épisode 233";;;;;;Vivantes;1m87 (toutes les deux);;;;
shirahoshi;Shirahoshi;Neptune Family;Ryugu Kingdom;16;"Poseidon,Mermaid Princess,Ningyo Hime,Shirahoshi";;;;"Chapter 612; Episode 531";1187 cm;Princess of the Ryugu Kingdom;;Ryugu Kingdom;Alive;Shirahoshi;https://static.wikia.nocookie.net/onepiece/images/c/c1/Shirahoshi_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Shirahoshi;;;Famille de Neptune Royaume Ryugu;16 ans;"""Poséidon"" (ポセイドン, Poseidon)";;;;;;;;;;;;;;;"""Princesse Sirène"" (人魚姫, Ningyo Hime)";;;;4 Avril;;Shirahoshi;;;Shirahoshi;;しらほし;;Shirahoshi;;;;Princesse du royaume des hommes-poissons;;Île des Hommes-Poissons (Royaume Ryugu);;;;;;"Chapitre 612 ; Épisode 531";;;;;;Vivant;11m87;;;;
vinsmoke-sanji;Sanji;Straw Hat Pirates;"Straw Hat Grand Fleet,Vinsmoke Family,Baratie,Germa Kingdom ,Ninja-Pirate-Mink-Samurai Alliance ";21;"Mr. Prince,Mr.,Misuta Purinsu,San-gorou,Sangoro,English versions: Sangoro,Osoba-mask,O-Soba Masuku,English versions: 'Soba Mask,Vinsmoke Sanji,Vinsumoku Sanji,Black Leg,Kuro Ashi,Sanji";"1,032,000,000";;;"Chapter 43; Episode 20";180 cm;Cook;"Senior Officer; Sous Chef; Prince; Cart Vendor (temporary)";North Blue;Alive;Sanji;https://static.wikia.nocookie.net/onepiece/images/3/35/Sanji_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Sanji;;Taz SkylarChristian Convery (Jeune);L'Équipage du Chapeau de PailleFamille Vinsmoke;19 ans (au début)21 ans (après ellipse);"""Mr. Prince"" (Mr. プリンス, Misutā Purinsu)""Sangoro"" (サン五郎, Sangorō)""O-Soba Mask"" (おそばマスク, O-Soba Masuku)";Sandy;;;;;;;;;;;;;;"""La Jambe Noire"" (黒脚, Kuro Ashi)";;S (RH-);Baratie Royaume de Germa;2 Mars;;Sanji;;"""Vinsmoke Sanji"" (ヴィンスモーク・サンジ, Vinsumōku Sanji)";Sanji;;サンジ;;Sanji;;;;"Cuisinier; PirateSous-Chef Prince";;Royaume de Germa;;;;;;"Chapitre 43; Épisode 20";1.032.000.000330.000.000177.000.00077.000.000;;;Poissons;;;1m77 (au début)1m80 (après ellipse);;;"Voix AB Productions :Antoine NouelVoix Kana Home Vidéo :Olivier Cuvellier(Adulte et jeune, 223)Julie Basecqz(Jeune, 26-282)Sophie Landresse(Jeune, 803-804)Voix Live-Action :Clément MoreauClara Soares (Jeune)";Hiroaki HirataIkue Ōtani (Jeune Sanji)
iceburg;Iceburg;Galley-La Company;"Water 7,Tom's Workers";40;Aisubagu;;;;"Chapter 323; Episode 230";199 cm;President of the Galley-La Company;Mayor of Water 7;Water 7;Alive;Icebarg;https://static.wikia.nocookie.net/onepiece/images/b/b1/Icebarg_Manga_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Iceburg;;;"Water SevenGalley-La Company; Tom's Workers";38 ans (avant ellipse)40 ans (après ellipse);;Iceburg;;;;;;;;;;;;;;;;X;;3 Janvier;;Icebarg;;;Icebarg;;アイスバーグ;;Aisubāgu;;;;Maire de Water SevenPrésident de Galley-La CompanyCharpentier;;Water Seven;;;;;;"Chapitre 323 ; Épisode 230Chapitre 0 ; Épisode 0";;;;;;Vivant;1m99;;;;
